podCount,alpha,density,replicaCount,nodeCount,CCR,speedHete,MPEFT,MPEFTusage,IPPTS,IPPTSusage,CUSTOM,CUSTOMusage
100,0.2,0.4,4,4,10.0,1.0,544196,0.800,566480,0.800,538503,0.800
100,0.2,0.4,4,4,10.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,4,10.0,1.0,528047,0.800,507883,0.800,501583,0.800
100,0.2,0.4,4,4,10.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,4,10.0,1.0,478364,0.457,499587,0.457,448630,0.457
100,0.2,0.4,4,4,10.0,1.0,340551,0.800,345174,0.800,345011,0.800
100,0.2,0.4,4,4,10.0,1.0,387097,0.533,395134,0.533,354166,0.533
100,0.2,0.4,4,4,10.0,1.0,282777,0.710,301138,0.705,242121,0.735
100,0.2,0.4,4,4,10.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,4,10.0,1.0,504932,0.457,495823,0.457,460160,0.457
100,0.2,0.4,4,4,10.0,2.0,498852,0.800,516734,0.800,430937,0.800
100,0.2,0.4,4,4,10.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,4,10.0,2.0,460739,0.800,497329,0.800,424954,0.800
100,0.2,0.4,4,4,10.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,4,10.0,2.0,392457,0.457,420147,0.457,356498,0.457
100,0.2,0.4,4,4,10.0,2.0,266556,0.800,271673,0.800,270704,0.800
100,0.2,0.4,4,4,10.0,2.0,293617,0.533,312277,0.533,274619,0.533
100,0.2,0.4,4,4,10.0,2.0,240315,0.703,213979,0.770,176399,0.781
100,0.2,0.4,4,4,10.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,4,10.0,2.0,440857,0.457,475515,0.457,418881,0.457
100,0.2,0.4,4,8,0.5,0.1,346409,0.829,331484,0.837,305547,0.863
100,0.2,0.4,4,8,0.5,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,0.1,370390,0.837,360138,0.866,304377,0.914
100,0.2,0.4,4,8,0.5,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,0.1,264951,0.496,287636,0.470,254740,0.505
100,0.2,0.4,4,8,0.5,0.1,243080,0.875,250591,0.844,230270,0.916
100,0.2,0.4,4,8,0.5,0.1,259040,0.584,260349,0.585,237357,0.596
100,0.2,0.4,4,8,0.5,0.1,179907,0.801,217203,0.672,163423,0.826
100,0.2,0.4,4,8,0.5,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,0.1,308986,0.473,324172,0.454,287066,0.497
100,0.2,0.4,4,8,0.5,0.5,306459,0.843,296782,0.877,295560,0.820
100,0.2,0.4,4,8,0.5,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,0.5,313982,0.852,355315,0.823,305676,0.889
100,0.2,0.4,4,8,0.5,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,0.5,236209,0.487,241594,0.494,215653,0.525
100,0.2,0.4,4,8,0.5,0.5,219442,0.843,218954,0.861,207419,0.858
100,0.2,0.4,4,8,0.5,0.5,228139,0.577,248026,0.546,206002,0.594
100,0.2,0.4,4,8,0.5,0.5,163880,0.801,173267,0.738,154734,0.795
100,0.2,0.4,4,8,0.5,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,0.5,272959,0.480,292016,0.455,258064,0.483
100,0.2,0.4,4,8,0.5,1.0,281574,0.792,256944,0.863,244654,0.877
100,0.2,0.4,4,8,0.5,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,1.0,307002,0.858,319350,0.818,270312,0.919
100,0.2,0.4,4,8,0.5,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,1.0,208648,0.498,212050,0.487,192048,0.524
