podCount,alpha,density,replicaCount,nodeCount,CCR,speedHete,MPEFT,MPEFTusage,IPPTS,IPPTSusage,CUSTOM,CUSTOMusage
100,0.8,0.4,4,8,0.5,2.0,187262,0.502,177146,0.500,160433,0.504
100,0.8,0.4,4,8,1.0,0.1,302174,0.887,313724,0.861,307816,0.879
100,0.8,0.4,4,8,1.0,0.1,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,0.1,337223,0.866,330702,0.888,326727,0.870
100,0.8,0.4,4,8,1.0,0.1,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,0.1,273859,0.494,268550,0.502,282241,0.496
100,0.8,0.4,4,8,1.0,0.1,262068,0.852,276858,0.819,270097,0.850
100,0.8,0.4,4,8,1.0,0.1,253906,0.586,266245,0.566,232101,0.614
100,0.8,0.4,4,8,1.0,0.1,179188,0.817,190210,0.771,152563,0.905
100,0.8,0.4,4,8,1.0,0.1,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,0.1,299122,0.503,313110,0.477,280567,0.518
100,0.8,0.4,4,8,1.0,0.5,278302,0.873,287006,0.884,293839,0.893
100,0.8,0.4,4,8,1.0,0.5,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,0.5,322543,0.879,313134,0.867,296070,0.879
100,0.8,0.4,4,8,1.0,0.5,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,0.5,240921,0.496,237681,0.505,219296,0.524
100,0.8,0.4,4,8,1.0,0.5,132206,0.788,235044,0.856,198554,0.965
100,0.8,0.4,4,8,1.0,0.5,221013,0.574,243788,0.573,194959,0.596
100,0.8,0.4,4,8,1.0,0.5,148121,0.845,162865,0.810,151925,0.827
100,0.8,0.4,4,8,1.0,0.5,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,0.5,277830,0.477,281957,0.477,239978,0.516
100,0.8,0.4,4,8,1.0,1.0,250160,0.888,258795,0.885,232044,0.915
100,0.8,0.4,4,8,1.0,1.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,1.0,284587,0.860,288841,0.871,269449,0.883
